label,review
0, 今天呀 早上1??杯美因为约了小伙伴爬坡 小伙伴爬了一半就挂了 一个劲的喊肚子饿 推车 到了山顶?? 只会想喝水山顶那家煮5??香 是不会忘了吃快到家时 闺蜜要给我烧汤喝 让我买鱼跟豆腐 竟然还有人提醒我今天还没喝奶茶 然后我背包里放着鱼豆腐去买奶茶 饭后 去了老婆大人买明天出门溜达的零食 我竟然 一样都没拿 以前逛 闭上眼都知道自己拿什么 ?? 果然 东西要换着吃 换着换着 就忘了要吃什么了 暴食症看来是好很多了（有没有像我一样 超市没出 饮料己喝完了）
0,没别的，就是想死又不重要，也没人在乎我 
0, 冬天 会不会因为我怕冷 调升几度 
0,暴食症哪有什么暴食 只有满满的悲伤 无处缓节 全靠食物压下  下雨天 继续在宾馆 窗外风景与我无关 今天是暴食的疯了 倒序 二杯奶茶 两包瓜子 一包上好佳栗米条 正新 鸡排一个  烤肠4根 肉串一根 老婆饼10个 三个小面包??吐了一次  什么叫暴食 不喜欢吃 然后就还要吃 连初恋的味道都不享受了明天不管风雨 要骑回杭州 做一下攻略 有什么建议 要是一起疯狂我打算从杭州骑到云南 有兴趣的小伙伴留言路上约起哈 不暴食的每一天 都不悲伤
0,暴食症 别的能耐没有 就是能活 虽然质量差很多 
0,希望自己再日摆脱现在的抑郁 找回那个快快乐乐 无忧无虑的少女 
0,最孤独的灵魂，将要去往他想要的远方 
0,我好困 可是我睡不着 
0,Day  24 
0,I just can't. 
0,暴食症 有一天 我会围着辣么多宠物转 #杭州# 房间租来的 生活是自己的 我们一起玩吧 带上狗子 猫子 鼠子 如果你们不怕 
0, 还不来租我一起玩么 
1,医生说这是吃了可以调节情绪的药 只是吃了可以变快乐的药吗可我为什么还是会很难过 
0, 坐标杭州 要出门聊天举个爪子 姐姐免费陪聊一次 
0,Day  74顺利通过面试，因为是销售的，想放弃入职机会，然后因为做错一点事被最亲的人毫无留情的辱骂，哈哈，答应过爱的人不伤害自己的。对不起食言了 
1,Day  88我该怎么办……不想靠安眠药入眠，但是不吃没办法正常去睡，一晚上就断断续续三个小时，我该怎么办…已经吃了快一周了 
0,从去年患病在这里絮絮叨叨写东西也一年多了，我想是时候该写点什么了故事要从去年三月说起2019.3.18开始，我因为任何一点小事就能和别人吵架，莫名其妙地大哭，砸东西，撞墙，早醒……我开始意识到自己不对劲了2019年4月，躯体化越来越严重，头痛心慌时时刻刻侵袭着我，注意力无法集中，没有精力上课，我怀疑自己生病了，并且告诉了妈妈，但她没有在意2019年5月，我开始自残，觉得只有看见自己流血心里才会好受一点，无法承受的压力得以释放。没有食欲，吃什么东西都味同嚼蜡，妈妈这才发现我不正常，带我一次次地去医院检查2019.6.4确诊，开始吃药，然后复诊2019年7月，自己坐车去医院做了一个星期治疗后和妈妈一起回了老家，本以为放假了会好些，其实没有，与家人朋友的一次次饭局更让我心跳加速，一起去游泳我却盘算着如何淹死自己2019年8月，去了乌市四院，建议住院，然而假期快结束了，我们回到了天津的家。21号，我吞下了一百片药，发送了最后一条微博，我想，就这样离开吧，结果网友报警，我被送去医院洗胃，算是又回来了2019年9月，边看病边上学，去过国耀，回龙观，北京安定，妈妈带着我走在那个陌生的城市里，穿过大街小巷，一步两步……2019年10月，13号过完生日，16号去住院，在儿童病房遇到了我的第一任主治医生，还记得她对我很温柔，还记得我趴在病床上，她轻轻地拉着我的手，还记得她对我说“留得青山在，不怕没柴烧”……可惜我自己不争气，30号进了封闭病房2019年11月，出院后，断断续续去上了一个月的学，很难受，很绝望，睁眼闭眼都想的是怎样立刻死掉，我想，我是不是就这样了2019年12月，第二次住院，在封闭病房，认识了一群对我好的护士小姐姐们，我的心被她们暖化了2020.1.21出院，虽然因为药物作用动作迟缓，浑身无力，双手发抖，但感觉有好很多，也有过很积极的一面，想要帮助别人走出来2020年2月，在家休养，躯体化减轻，慢慢地也有减药，我想我可能快好了2020年3月，在家上网课，天天想着怎么做美食，胖了好多，因此对现状不满，整天幻想如何回到过去2020年4月，开学上了两天课，发现自己什么都不会，融入不到学校这个环境中去了，自卑，自责，于是再一次自杀未遂，准备休学2020年5月，在家又开始浑浑噩噩无所事事一天不如一天，除了吃就是睡，无聊到看了三遍《都挺好》从舍曲林到帕利哌酮，从七弦到班马，从2019到2020，现在的我，要对过去的自己说“谢谢”，对未来的自己说“你好”未来天边的彩虹很美只是更留恋沿途的风景时间请慢点就现在挺好故事还在继续那个牵着黑狗的女孩还要长大我说等等
1,为什么？为什么？为什么我做什么事都是错的啊！为什么你们就是看不上我？为什么你们就是不喜欢我呢？是不是我就该死？好想去死啊！我死了你们是不是就开心了？ 
0,Day   110提前两天复查，医生说我对药物敏感，体质不太好，我觉得应该也是，想起来之前药物过量我就会很快起反应，呕吐，冷汗等等……又开了半个月的药，希望我能早点好起来祝愿大家都好 
0,每天的痛苦难过远远大于快乐！ 
0,Day  149这几天下起了暴雨，如果不用上班就好了…我可以淋雨清醒清醒… 
0,为什么我中度抑郁医生给开了治精分的药//.陷入迷惑中 
0,我要开始叫了，孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡孤寡 
0,区区小雨，能奈我何！ 合肥 
0,对于这个家我就是个外人！不管我怎么表现！不管我付出多少我就是个外人！呵呵！好伤心可是一滴泪也流不出来！ 
0,我竟然哭了，突然感觉什么都不重要了，我以为的永远都是我以为的，无所谓了，反正都已经这样了 
0,昨天晚上开始吃，睡得很好，从来没睡得这么好过但今天刚吃的舍曲林片，虽然医生说了会有些不良反应，我这后劲也太大了，要恶心不恶心的，头还很重，耳朵一直嗡嗡嗡………双肩还提不上力，身体难受，心里更加难过，都是不良反应么？也太不良了 
1,?抑郁症是一种病，不是一种悲观失落的心情，不是矫情，不是故作姿态，是管理情绪的机能坏掉了，是大脑中无法分泌出有活力的因子。我们都应该正确认识抑郁症，积极预防或治疗，消除偏见。全世界有着3.22亿抑郁症患者，患病率高达4.4%。仅仅中国便有9000万抑郁症患者，患病率在3%~5%之间，部分地区甚至高达6.1%抑郁症和现代都市社会高度相关，世界卫生组织的调查数据显示，30年来，世界范围内的抑郁症患病率暴增了10~20倍，它已成为世界四大疾病之一。抑郁症防治和识别率极低，在中国，地级市以上的医院，抑郁症识别率仅仅只有20%，不到10%接受过药物治疗。如今，抑郁症发病已经越来越低龄化。青少年群体内，抑郁症患者的自杀率高居不下。但抑郁症的治疗，却十分的困难。有人对抑郁症患者进行了长达10年的追踪研究，发现多达75%～80%的抑郁症患者，会多次复发。研究者建议，抑郁症需要进行预防性治疗，发作3次以上，就必须进行长期治疗，甚至终身性服药。每个人都应该正确认识抑郁症，积极预防或治疗，消除偏见。我们不是脆弱，只是病了。 合肥
0,Day  200一睡不好就头疼，一头疼就呕吐，半夜两小时内吐了六次，今天去医院开药，医生说连续吃药九个月以后减药，我不想靠安眠药活着了 
0,蓝蓝的天空 
0,好累！又一夜没睡着觉，自己为谁而活，那我就是为了家人而活，我在变成他们想让我变成的样子！可是我不喜欢为什么要比我！我不去你们就会很失望！对我耍脸色，骂我，让我去死！会的我会去死的！ 
0,暴食症心情复活 全靠自己 
0,日记62020年10月22日周四天气晴希望今晚没有梦 希望凌晨不要惊醒 希望醒来没有哭 希望明天是晴天 
0,出太阳了，感觉到了温暖 
0,Day  238忘记吃药太多次了，如果用提醒吃药的APP感觉没起太大作用 
0,一起看 一起慢 
0,手作   彼岸花希望看到花花的大家都能开心，哪怕是一瞬间 
0,虽然生活很难，但是仍然会遇到温暖，一个陌生小姐姐给我发的北京的初雪我也在等我的初雪超级感动的相信我，幸福和阳光会如约而至的。（为了小姐姐隐私我打码了） 
0,发现一个小店 都是记忆里的味道 空气里飘来阵阵烤地瓜味 冬天的香气穿上才发现 自己把地瓜穿身上了我是被味道消费了么暴食症 杭州·留下 
0,出门的勇气 应该是不下雨暴食症 湖州·德清县 
0,暴食症杯子比较暖和 杭州·留下 
0,它又回来了 很容易被影响虽然我己努力不去碰 所以 拉黑吧让自己的世界只有光暴食症 杭州·留下 
0,如果可以重来，那我希望我从来没有活过 
0,早了 杭州·留下 
0,谢谢你啊  之前我没在家邮件是我妈帮我拿的现在才来返图@梦回小千寻 宣威市 
0,今天有出门 今天有吃的 今天有猫 杭州·留下 
0,“送你一朵小红花遮住你今天新添的伤疤”最近听了好多歌，学会了就可以录歌给你们听啦~ 
1,我讨厌死我自己了  只会给家里人添麻烦  我为什么不直接去死 
0,看了感动中国2020，我哭了T﹏T 
0, 终于知道了，宁愿去死也不要活着的感觉，所以说让我解脱吧，我知道这个世界很美好，可是那些美好都不属于我啊，我才是最多余的那一个 
0,从来就没有希望 每天睁眼都会想“又活了一天啊” 
0,刚买了披萨，然后店家联系我，说那边停电了，没法做 
0,Day  362我看到了这个，虽然我没到很严重很严重的地步，但是我害怕，我不想，对象又不愿意分开，他和我说会好的，我害怕如果某一天我在他家死了，害了他一辈子 
0, 那就让我彻彻底底的失去爱人的能力吧?? 
0,3.30今日工程:糊墙我可真的是啥都会干呢 
0, 挂一个畜生，请超话里的各位兄弟姐妹们立刻拉黑他！！！ 
0,开心，而不是流泪抑郁症 
0, 我尽量让自己不要去胡思乱想，可是每次别人说完一句话，我都会考虑那是不是在针对我，这种感觉真的好糟糕 
0, 最喜欢的动漫角色，是朝花夕誓里的玛奇亚啦，她真的好温柔 
0,后来暴食症 杭州·留下 
0, 中西吃了三天 除了忌口以后没再怎么爆痘之外 我好烦别人一遍又一遍的问我好了没好了没 也许是关心 也可能别人也就是顺嘴一问 我也不是金刚狼 怎么可能一天就光速恢复？啥病一天就能好 我还要一遍遍的回答 其实我不好 但是我还得说我好多了 鼻子依旧堵的厉害 感康都吃完了也不见效 喝完中药偶尔还是拉肚子  忌口半年什么也不能吃 换了一种感冒药 希望尽快见效 我真的……好烦……
0,超级欧 就买一个就开到玉桂狗 我的最爱啊啊啊 分享我的快乐 
0,两周年了打个卡 
0, 推荐原生家庭有问题的小可爱看看这本书 
0,作一下别人的过客暴食症 恩施市 
0,超级月亮 
0,Day  401今天看到一个宝发的微博虽然很好笑，但是我找死停药也不敢再去复查开药了【不想出门，医院太远的问题】如果再去怕是被念叨好久吧 
0, 现在我可以很自信的说我长大了??????完全可以抵制不良诱惑?(????)因为逛街有多想喝奶茶也能忍住 而且自带保温杯热水?? 有谁喝过吨吨桶吗 好喝不?? 
0,五一快乐 
0,抑郁症看看花 
0, 今天又看了一遍朝花夕誓，看到大结局的地方哭的比女主还要大声，呜呜呜真的太好哭了，推荐感觉自己哭不出来的小伙伴们去看看，真的看一次哭一次 
0, 成年人的世界…你跟我谈请假饭吃不起…病看不起…药买不起…看病这么多年一直都在花钱…穷的现在连饭都吃不起即便如此…也不愿问家里要一分钱我还敢请假吗…我配吗 
0, 我弱弱的问一句 你们迫不得已在不能删除对方的情况下 看见这种语音轰炸怎么处理 我向来不听给她五分钟 也说不到重点每次心理活动都是 老子c尼玛 
0,水果也到了 
0,结束一天 我想睡了暴食症 杭州·留下 
1,怎么办 我不想出去 不想说话 我觉得现在每一段关系的维持都让我好累 无论是亲情还是友情 可是他那么用力的拉我 
0,刚下完一阵暴雨 
0,今天的夕阳是粉色的，分享给你们，心情是不是也粉粉的??? 
0,生活呢 
0,和家人一起逛月季花园～小v喜欢花花，喜欢自然（周围没有人更好吧）。藏在墨镜后面，头又开始疼了，也许不该出门吧小v提问:有友友吃齐拉西酮头疼恶心的吗 
0,双相-抑郁期?服药中适当运动能促进多巴胺的产生，会快乐一点呢，要不要一起动起来？自从昨天梦到爷爷，感觉状态急转直上谢谢爷爷 
0,双相-抑郁期?服药中       服药期间大家多多少少都会会受到副作用的影响，不过医生告诉我，承受副作用对比承受病情恶化来讲，真是小屋见大屋了，所以不要怕，副作用随着药物减少及停药后会逐渐消失的，按时吃药药噢！       今天游泳运动打卡DAY3，一小时，其实也怕自己坚持不下去，所以给自己定了目标，每天游完就来打卡。生活要有仪式感，这样的记录也会让自己小小的骄傲一下。       因为之前服用的奥氮平和现在的米氮平，我真的胖的像个球，尤其肚子，圆圆滚滚的，换衣服的时候旁边人总在看我，估计在想，孕妇也来游泳么？我
0,舍友把宿舍里的刀都收起来了，想它想它想它 
0, 今天我还算争气 熬到现在 还不困为何当初那么傻 还一心想要嫁给他?? 
0,双相-抑郁期?服药中早安?吃药药??        有信心的人，可以化渺小为伟大，化平庸为神奇。       虽然我们生病了，但要有信心好起来噢！       在公园遇到了一只胖狗狗，胖的都快赶上我了，我是吃药吃的，你是怎么回事？ 
0,有半个月没看花了 
0,双相-抑郁期?服药中       从昨天开始不太舒服，今天又有那种血冲脑门的感觉，感觉整个脸都发麻一样，接踵而来的就是身体发软，不想做事情...下个月初复诊要和医生说说。       刚才吃樱桃的时候发现它们有一枝五颗的、四颗的、三颗的、两颗的、一颗的，就像人，都是人类，却有着不同的秉性，讲真的，别太把别人的话放在心上，要勇敢的面对自己，活出自己?
0, 踩雷了 
0,双相-抑郁期?服药中早安?吃药药??         世间难能可贵的是，一种生命能聆听另一种生命的声音。或一个转弯，或一个不经意的瞬间，就能看到那些灵动的生命，肆意鲜活的在这片土地上留下痕迹。 
0, 网页链接拉黑他！举报他！骂死他！我根本就忘不了他，我看到街边的垃圾，就会想起他来！ 
0,坦然面对会是一件很难的事吧 
1,双相-抑郁期?服药中        早上吃药药忘记打卡，昏睡一上午，还是困，妈妈看我都无奈了，明天就去看医生了，实在不知道该怎么办了... 咸阳 
0,双相-抑郁期?服药中        游泳打卡DAY12，45分钟，小来回30组。        时间没有现在，永恒没有未来，也没有过去。        总说珍惜当下，懂得人多，做的人少，人的欲望是无穷尽的，平常心就好~? 
0,早上好 
0,双相-抑郁期?服药中        周末愉快        小v吃了好吃的饺子，你们中午都吃什么啦？ 
0,我已经尽力了，我一个初二的帮他们讲高中的题 
0, 痛经 想睡睡不着 多吃两片药??吧再来几碗酸辣汤 好烦呢 感觉活不起了 
0,双相-抑郁期?服药中        谢谢@后来烟雨 小可爱寄来的书，我要好好拜读一下，然后也试着朗读一下~?开心开心~ 
0,打完了 
0,双相-抑郁期?服药中晚安?吃完药药啦??         最近真是什么都想不起来，吃药药打卡也是乱七八糟的，不知道自己除了睡觉都干了个啥？ 
0,手绘：往事并不如烟，只是认真的人有点可怜 
0,双相-抑郁期?服药中       游泳打卡DAY15，小来回30组，大来回，1组。       谦卑不是看轻自己，而是不止是为自己着想。 
0,我把我两个好朋友删除了 w  q 还有游戏  不想拖累他们了 我真的好累啊 
1,6.15 晚上去骑车了，可还是好难过，好烦躁……我得到了我想要的东西，做我喜欢的事，但总觉得还少点什么……是朋友吗，我不知道……还有三天就中考了……好像再也不会好了 
0, 生日快乐 谢谢 内江·鸿通·春天公园城 
0,双相-抑郁期?服药中       游泳打卡DAY17，小来回50组，学会换气不紧张~其实感觉每一次呼吸都是为了更好的前进，在水中感悟到的，生病时候就像被掐住喉咙无法呼吸，但也许真的就像游泳换气不畅一样，是自己太紧张了哟，放松放松，放松下来~       今天的你，好点吗？ 
0, 这一身塑料软糖熊背的我好沉 
1,双相-抑郁期?服药中早安?吃药药??        有位病友说患肾结石问我借钱，我拒绝了，心里却很抱歉。也许我看上去生活无忧，但因为躁狂期犯下很多错我还没有开始收拾，现在只想安心养病，没有工作的我现在哪儿来的钱呢...如果问我为什么看起来还这么阳光，我只想说，因为我没有办法...
0,双相-抑郁期?服药中早安?吃药药??         今天也是送货小v，去给舅妈送桃子和荔枝，然后再去帮男朋友做点家务，他不是懒噢，因为他是个盲人，很特别，所以我会更珍惜。祝福我们吧~ 
0,离上次的事情已经半年了 
0,双相-抑郁期?服药中晚安?吃药药??         这两天很低落，会哭，不想给爸爸妈妈添乱就又来了朋友家。分不清楚自己是病态还是常态，很茫然，关着灯，看着屏幕散发的冷光，无所适从。 
0,游泳打卡DAY26，小来回25组。        你能在浪费时间中华获得乐趣，那就不是浪费时间。 
0,按时长大 
0,热到阳台失了宠 
0,午安?吃药药??        来，干了这颗劳拉! 啊不对，半颗! 
0,早安?吃药药??         吃完药药吃西瓜??  舒服~ 
0, 刚刚把“朝花夕誓”和“四月是你的谎言”看完了，今晚是老番重温时间！！！图片是温柔漂亮的玛奇亚小姐姐啦 
1,早上复诊，跟医生讲了最近的情况，其他都还好，就是头疼，药药稍微调整了一下，丙戊酸钠不吃了，碳酸锂再加一个，早上一把晚上一把，有点不明白有些药作用是类似的为什么我要吃这么多，早上六颗，晚上五颗        50天弹药装填~ 
0,听歌，好久之前的老歌了 
0, 怎么看别人砸夯 我也跟着累 
0,Day  474要让自己变得开心呀 
0,突然想起来这件事，成年了，我也可以登记了，真好。 
0,午安?好好吃饭       有人吃过这个吗 
0,16岁我在干嘛 
0,这雨又下了一整夜，一个荒唐的女人，听了一整夜的雨，任自己的床单被套在院子里风吹雨淋。 
0, 真的无语了。。。他们难道不知道，有些人会有这种想法就是因为父母吗？唉算了，他们不会理解的，也不指望他们理解，无语了 
0,周五啦抑郁症#失眠签到# 
0, 离家出走啦 虽然悲惨了点儿 是骑的共享电驴?? 
0,晚安?? 吃药药??         好日子，快到头了... 
0,姐妹们，我带着好消息来了始于2018年夏天，我被查出重度抑郁症 止于2021年夏天，我好啦！！感谢这三年帮助过我的所有人，包括素未谋面的你们。但是我想说的是，最最最重要的，是看你自己，怎么把系上的死结解开。姐妹们，我用三年时间，证明重抑是可以治好的！！！！所以姐妹们，要对自己，对明天有信心，我都可以好，你凭什么不行呢！！把一切交给时间吧！！！最后祝大家，早日摆脱泥潭，顺利走出困境！！！
0,就很烦.. 
0,抱了个假警。。。 
0, 几步路的距离 走的我好辛苦 
0,今日份意料之外的惊喜，就是用美貌白嫖到了奶茶 
0, 呀，昨天可能发的时间太晚了，所以有很多小伙伴都没看到，那我就再发一遍吧，这是我自己手写的歌词，我的字真的不是很好看哈哈哈，但是如果它可以带给你们一点温暖的话，哪怕只是一点点，我就会很开心啦，要好好生活哦，爱你们 
0,小疯子日记：                                 停药第十六天，今天也是烦躁且无聊的一天，也就这只蜥蜴能让我笑一下。 
0,就算我明白了所有道理，听遍了所有安慰的话，我也不会开心起来。 
0, 分享一下自己写的，是一段不算歌词的歌词（？我不是专业编曲的，只是那会突然来了灵感，所以就把它记录下来了，但还是希望可以把它写完，然后编成一首完整的曲子? 
0, 梦里妈妈骑车撞架了 还被人揍了一顿 我又着急又生气??的醒了 差点儿哭出来 
0,失眠暴食症是周一 
0,收到了来自病友的信和礼物，好温暖p1来自Sunflower希望小组，字很好看，推荐了一本书叫《在深渊里仰望星空》，有空的话我一定会去看的p2来自我的盼盼子@雪中盼望 能感受满满都是用心，能在超话认识她真的太幸运了。p3来自柠汐小可爱@靓女柠汐 源源的小夜灯太可爱啦！在这里收获了好多温暖与鼓励，我也会努力好起来，给大家带来正能量
0,分享一点美好~P1是我新入的娃娃们，莱狗超爱！你能想到它们每一只都有自己的身份编码吗P2是上班的时候在垃圾箱上看到的小花花，原相机挺好看的诶（照片是下班之后拍的）P3是小学同班同学送给我的亚克力定制小挂件，啊……好可爱，有被感动到……这句话同样送给你们啊“愿你能够有一天成为自己的小太阳，永远支持你”P4是在商场里看到的黄皮……啊不，黑皮耗子（据说比黄皮耗子还贵）
0, 哎哟我去………这不就是我本人吗！！！每次政治考试都靠运气！哈哈哈哈！！！ 
0,banana 
0, 爱意满满的手剥大豆? 
0,早安~愿今天的你，意气风发? 
0,我也不知道是上天觉得我需要关怀还是咋的，昨天加上今天这是第三个很久没联系突然又想到我的。王婆婆是我19年第一次住院时同病房的病友。我很喜欢她，因为她看着就很亲切和蔼，也因为她言行举止都可可爱爱。她总是丫头丫头地叫我，和她对视我总会不由自主地微笑，两个人都笑嘻嘻的，低落的情绪也会好一些。后来熟了以后周末大厅我也会鼓励想唱又不敢唱的她去唱歌，她唱得很好听，然后大家都为她鼓掌，她也慢慢找到了自信。后来有一次还在她家老头子唱歌的时候，她在后面伴舞，明显开心快乐了很多。那时她比我先出的院。临走前她用力地给了我两个大大的拥抱。她要回银川去了，离这里很远。如果有机会再碰到，也是很久很久以后了吧。我很难过，我很不舍。她走以后我又回到了社恐的样子。后来她也关心过我，换了手机不知道是什么时候了。不知道说什么了，我想她。
0, 今晚靠这个撑 
0,嘿哈 
0,刚吃了药，所以此刻我还OK 
0,月亮，然后遇到一个阿姨在在在（我也我不知道叫啥） 
0, 昨天趴在车把上点烟 一个小学生边骑车边回头盯着我看 我倒是不觉得我抽烟怎么了 关键宝贝边骑车边看我不看路这样很危险啊????♂? 
0,终于可以献血了，，还给我了一个餐券 
0,"宝贝们，很遗憾，此微博主人（见图一）已于2021年9月23日经抢救无效去世,按照她生前的遗愿，在在这里告知大家所有人，希望你们带着她的寄托，好好的走下去，感谢大家 "
0,阳光玫瑰改变了我以往对葡萄的看法 
1, 你们是怎么做到说忘就忘说放下就放下的#情感语录# 
0, 我们的Gucci Gucci Prada Prada ???????? 
1,在宿舍处于边缘人物，六个人宿舍里我跟其中一个同学A关系海星，但A跟其他三个人CDE关系也挺好（但是我喜欢跟A在一起，会很舒服比其他五个人），还有一个女孩子B现在脱离团体准备一个人，然后因为我只跟A关系挺好，所以只有四个位置的时候我跟B就被推出去了，然后B跟我一起吃，跟我讲了一些话，问我要不要跟她一起走，不知道怎么办，我自己是更想跟A一起走，但好像A也不需要我，我又不想跟B一起走，我，有点怕她，但我也不知道怎么拒绝，我现在好迷茫，好烦啊，要不以后我也一个人算了
0,吃了饭饭吃药药 
0, 今天遇到一个社交牛逼症一直拉着我聊好尴尬 
0,早安，挤公交去上班啦～ 
1,变成今天这样不应该是我的错 
0,出去了一下 
0, ??便便 你还能再帮我变出一只小鸟??哄我开心么 饭桌上听美美讲八卦?谁把谁绿了 什么谁和谁假戏真做 听得我废寝忘食 一个劲儿问然后呢然后呢 编也要编出来一个续集给我听 简直笑死人 可能是脱离组织太久了 听啥都新鲜?? 晚上玩剧本杀 最后成了一起睡觉??我不当团宠好多年 我也要真正爱一回～
0,他可以正常一点吗？突然这样我害怕 
0,继续营业 合肥·献血点(安徽省血液中心) 
0,Day  548做检查手被夹红了 
0,下了三天三夜的雨终于停啦，出去寄信啦~要明信片的宝贝们注意啦，寄的是平信，要注意查收哦，一个月后还没收到的话，可以联系我补发团子，你走了一整整年了，今天早上放晴的那一抹斜阳又照在你的二层别墅上，我就知道，是你又回到了我身边我在今天做了件有意义的事，你看到了吗好想再摸摸你，小团儿，我爱你，永远
0, 公主都有起床气?? 
0, 感觉好不起来了 镇江·江苏农林职业技术学院本部 
0, 那年今日…原来…她走了好久了…微博回忆的初心是好的…但在这个账号里回忆过往…简直就是无形之中…撕扯出一些…被人深藏于心底的痛苦记忆…好奇那年今日…好奇之余就是再次收拾情绪的烂摊子…把曾经的痛苦亲手扒出来…再细细品味一番…顺势让我再感慨一下…我这些年坚持的好不容易
0,挺不住了 活下去好难 妈妈更年期了 压力好大 
0,日落跌进昭昭星野，人间忽晚，山河已秋 
0,生活好像没有那么糟糕 
0,Day  559是哭是笑？ 
0,10.20#班马日常# 休班，是送钱的一天POP MART新店开业，送盲盒送手办还送纪念币……拉上麦咖啡的小哥哥就跑……抵不住诱惑的我……嗯，充它下午在他上班的店里吃的饭，小哥哥亲自拉花，不错哦边喝咖啡边写明信片，嘻嘻班马营业中班马自叙:日常生活中还是有很多烦心事，可能来源于学校，工作或人际关系，或是校暴就发生在我身边我却无能为力，或是自己认真工作却得不到领导认可，或是与父母间的隔阂和不理解……但能从这些凌乱琐碎的事情中抽身出来做些让自己感到快乐的事，这就够了可就是这样看似美好的一天，却是我拼尽全力换来的:早上说服自己早点起床，按时上学或上班，业余时间多些爱好做点有意义的事，尽可能自主调节一些躯体不适，晚上按时吃药，早些睡觉我知道，这样一天下来很累很累，我也可以像去年一样什么都不干，会轻松很多，但我不想——那和活死人没什么区别。我还有很多想要的东西，很多要做的事，还在想着“如果我离开了，还能留下点什么”之类的云云……这样看似正常的生活能维持多久，我也不知道，我只知道，如果我一但停下来，再次被黑狗扑倒，拖进长满荆棘的沼泽，就再也出不来了……我不能停下来，只能牵着黑狗拼命奔跑……
0, 祝我明天考试加油 我也做好以后一个月就挣两-三千工资的心理准备了 
0,ta 用玫瑰杀死了我    用枯朽残骸为我建了一座教堂 
